"SampleYear","Site","BenthicReefSpecies","DiveReplicate","DepthZone","Density_m2"
2004,"Rocky Point North","Pisaster giganteus","2 S","Inner",0.0166666666666667
2004,"Rocky Point North","Pisaster giganteus","2 S","Middle",0.0333333333333333
2004,"Rocky Point North","Pisaster giganteus","2 S","Outer",0.0333333333333333
2004,"Rocky Point North","Pisaster ochraceus","1 N","Inner",0
2004,"Rocky Point North","Pisaster ochraceus","1 N","Middle",0
2004,"Rocky Point North","Pisaster ochraceus","1 N","Outer",0
2004,"Rocky Point North","Pisaster ochraceus","1 S","Inner",0
2004,"Rocky Point North","Pisaster ochraceus","1 S","Middle",0
2004,"Rocky Point North","Pisaster ochraceus","1 S","Outer",0
2004,"Rocky Point North","Pisaster ochraceus","2 N","Inner",0
2004,"Rocky Point North","Pisaster ochraceus","2 N","Middle",0
2004,"Rocky Point North","Pisaster ochraceus","2 N","Outer",0
2004,"Rocky Point North","Pisaster ochraceus","2 S","Inner",0
2004,"Rocky Point North","Pisaster ochraceus","2 S","Middle",0
2004,"Rocky Point North","Pisaster ochraceus","2 S","Outer",0
2004,"Rocky Point North","Strongylocentrotus purpuratus","1 N","Inner",1
2004,"Rocky Point North","Strongylocentrotus purpuratus","1 N","Middle",0.616666666666667
2004,"Rocky Point North","Strongylocentrotus purpuratus","1 N","Outer",0.366666666666667
2004,"Rocky Point North","Strongylocentrotus purpuratus","1 S","Inner",0.95
2004,"Rocky Point North","Strongylocentrotus purpuratus","1 S","Middle",1.75
2004,"Rocky Point North","Strongylocentrotus purpuratus","1 S","Outer",0.333333333333333
2004,"Rocky Point North","Strongylocentrotus purpuratus","2 N","Inner",0.383333333333333
2004,"Rocky Point North","Strongylocentrotus purpuratus","2 N","Middle",1
2004,"Rocky Point North","Strongylocentrotus purpuratus","2 N","Outer",0
2004,"Rocky Point North","Strongylocentrotus purpuratus","2 S","Inner",2.16666666666667
2004,"Rocky Point North","Strongylocentrotus purpuratus","2 S","Middle",2.13333333333333
2004,"Rocky Point North","Strongylocentrotus purpuratus","2 S","Outer",0.05
2004,"Point Vicente West","Apostichopus californicus","1 N","Middle",0
2004,"Point Vicente West","Apostichopus californicus","1 N","Outer",0
2004,"Point Vicente West","Apostichopus californicus","1 W","Inner",0
2004,"Point Vicente West","Apostichopus californicus","1 W","Middle",0
2004,"Point Vicente West","Apostichopus californicus","1 W","Outer",0
2004,"Point Vicente West","Apostichopus californicus","2 N","Outer",0
2004,"Point Vicente West","Apostichopus californicus","2 W","Inner",0
2004,"Point Vicente West","Apostichopus californicus","2 W","Middle",0
2004,"Point Vicente West","Apostichopus californicus","2 W","Outer",0
2004,"Point Vicente West","Apostichopus parvimensis","1 N","Middle",0
2004,"Point Vicente West","Apostichopus parvimensis","1 N","Outer",0.0166666666666667
2004,"Point Vicente West","Apostichopus parvimensis","1 W","Inner",0.316666666666667
2004,"Point Vicente West","Apostichopus parvimensis","1 W","Middle",0.0833333333333333
2004,"Point Vicente West","Apostichopus parvimensis","1 W","Outer",0.0666666666666667
2004,"Point Vicente West","Apostichopus parvimensis","2 N","Outer",0
2004,"Point Vicente West","Apostichopus parvimensis","2 W","Inner",0
2004,"Point Vicente West","Apostichopus parvimensis","2 W","Middle",0.15
2004,"Point Vicente West","Apostichopus parvimensis","2 W","Outer",0.05
2004,"Point Vicente West","Mesocentrotus franciscanus","1 N","Middle",0.0166666666666667
2004,"Point Vicente West","Mesocentrotus franciscanus","1 N","Outer",0.0166666666666667
2004,"Point Vicente West","Mesocentrotus franciscanus","1 W","Inner",0.05
2004,"Point Vicente West","Mesocentrotus franciscanus","1 W","Middle",0.0666666666666667
2004,"Point Vicente West","Mesocentrotus franciscanus","1 W","Outer",0.0833333333333333
2004,"Point Vicente West","Mesocentrotus franciscanus","2 N","Outer",0.0333333333333333
2004,"Point Vicente West","Mesocentrotus franciscanus","2 W","Inner",0
2004,"Point Vicente West","Mesocentrotus franciscanus","2 W","Middle",0.05
2004,"Point Vicente West","Mesocentrotus franciscanus","2 W","Outer",0.0833333333333333
2004,"Point Vicente West","Patiria miniata","1 N","Middle",0.0833333333333333
2004,"Point Vicente West","Patiria miniata","1 N","Outer",0.383333333333333
2004,"Point Vicente West","Patiria miniata","1 W","Inner",0.05
2004,"Point Vicente West","Patiria miniata","1 W","Middle",0
2004,"Point Vicente West","Patiria miniata","1 W","Outer",0.316666666666667
2004,"Point Vicente West","Patiria miniata","2 N","Outer",0.2
2004,"Point Vicente West","Patiria miniata","2 W","Inner",0
2004,"Point Vicente West","Patiria miniata","2 W","Middle",0
2004,"Point Vicente West","Patiria miniata","2 W","Outer",0
2004,"Point Vicente West","Pisaster giganteus","1 N","Middle",0.183333333333333
2004,"Point Vicente West","Pisaster giganteus","1 N","Outer",0.166666666666667
2004,"Point Vicente West","Pisaster giganteus","1 W","Inner",0.05
2004,"Point Vicente West","Pisaster giganteus","1 W","Middle",0.366666666666667
2004,"Point Vicente West","Pisaster giganteus","1 W","Outer",0.216666666666667
2004,"Point Vicente West","Pisaster giganteus","2 N","Outer",0.166666666666667
2004,"Point Vicente West","Pisaster giganteus","2 W","Inner",0.0166666666666667
2004,"Point Vicente West","Pisaster giganteus","2 W","Middle",0.316666666666667
2004,"Point Vicente West","Pisaster giganteus","2 W","Outer",0.0833333333333333
2004,"Point Vicente West","Pisaster ochraceus","1 N","Middle",0
2004,"Point Vicente West","Pisaster ochraceus","1 N","Outer",0
2004,"Point Vicente West","Pisaster ochraceus","1 W","Inner",0.05
2004,"Point Vicente West","Pisaster ochraceus","1 W","Middle",0
2004,"Point Vicente West","Pisaster ochraceus","1 W","Outer",0.0166666666666667
2004,"Point Vicente West","Pisaster ochraceus","2 N","Outer",0
2004,"Point Vicente West","Pisaster ochraceus","2 W","Inner",0.0833333333333333
2004,"Point Vicente West","Pisaster ochraceus","2 W","Middle",0.0666666666666667
2004,"Point Vicente West","Pisaster ochraceus","2 W","Outer",0
2004,"Point Vicente West","Strongylocentrotus purpuratus","1 N","Middle",10.8333333333333
2004,"Point Vicente West","Strongylocentrotus purpuratus","1 N","Outer",0.833333333333333
2004,"Point Vicente West","Strongylocentrotus purpuratus","1 W","Inner",5
2004,"Point Vicente West","Strongylocentrotus purpuratus","1 W","Middle",15
2004,"Point Vicente West","Strongylocentrotus purpuratus","1 W","Outer",2.1
2004,"Point Vicente West","Strongylocentrotus purpuratus","2 N","Outer",0.733333333333333
2004,"Point Vicente West","Strongylocentrotus purpuratus","2 W","Inner",15
2004,"Point Vicente West","Strongylocentrotus purpuratus","2 W","Middle",1.5
2004,"Point Vicente West","Strongylocentrotus purpuratus","2 W","Outer",0.116666666666667
2007,"Flat Rock North","Apostichopus californicus","1","Inner",0
2007,"Flat Rock North","Apostichopus californicus","1","Middle",0
2007,"Flat Rock North","Apostichopus californicus","1","Outer",0
2007,"Flat Rock North","Apostichopus californicus","2","Inner",0
2007,"Flat Rock North","Apostichopus californicus","2","Middle",0
2007,"Flat Rock North","Apostichopus californicus","2","Outer",0
2007,"Flat Rock North","Apostichopus parvimensis","1","Inner",0
2007,"Flat Rock North","Apostichopus parvimensis","1","Middle",0
2007,"Flat Rock North","Apostichopus parvimensis","1","Outer",0
2007,"Flat Rock North","Apostichopus parvimensis","2","Inner",0
2007,"Flat Rock North","Apostichopus parvimensis","2","Middle",0
2007,"Flat Rock North","Apostichopus parvimensis","2","Outer",0
2007,"Flat Rock North","Mesocentrotus franciscanus","1","Inner",0.183333333333333
2007,"Flat Rock North","Mesocentrotus franciscanus","1","Middle",0.0666666666666667
2007,"Flat Rock North","Mesocentrotus franciscanus","1","Outer",0.0166666666666667
2007,"Flat Rock North","Mesocentrotus franciscanus","2","Inner",0.183333333333333
2007,"Flat Rock North","Mesocentrotus franciscanus","2","Middle",0
2007,"Flat Rock North","Mesocentrotus franciscanus","2","Outer",0.133333333333333
2007,"Flat Rock North","Patiria miniata","1","Inner",0
2007,"Flat Rock North","Patiria miniata","1","Middle",0
2007,"Flat Rock North","Patiria miniata","1","Outer",0
2007,"Flat Rock North","Patiria miniata","2","Inner",0.0166666666666667
2007,"Flat Rock North","Patiria miniata","2","Middle",0
2007,"Flat Rock North","Patiria miniata","2","Outer",0
2007,"Flat Rock North","Pisaster giganteus","1","Inner",0.0166666666666667
2007,"Flat Rock North","Pisaster giganteus","1","Middle",0.0833333333333333
2007,"Flat Rock North","Pisaster giganteus","1","Outer",0.0333333333333333
2007,"Flat Rock North","Pisaster giganteus","2","Inner",0.2
2007,"Flat Rock North","Pisaster giganteus","2","Middle",0.0166666666666667
2007,"Flat Rock North","Pisaster giganteus","2","Outer",0.05
2007,"Flat Rock North","Pisaster ochraceus","1","Inner",0
2007,"Flat Rock North","Pisaster ochraceus","1","Middle",0
2007,"Flat Rock North","Pisaster ochraceus","1","Outer",0
2007,"Flat Rock North","Pisaster ochraceus","2","Inner",0
2007,"Flat Rock North","Pisaster ochraceus","2","Middle",0
2007,"Flat Rock North","Pisaster ochraceus","2","Outer",0
2007,"Flat Rock North","Strongylocentrotus purpuratus","1","Inner",0.433333333333333
2007,"Flat Rock North","Strongylocentrotus purpuratus","1","Middle",0.0166666666666667
2007,"Flat Rock North","Strongylocentrotus purpuratus","1","Outer",0
2007,"Flat Rock North","Strongylocentrotus purpuratus","2","Inner",0.416666666666667
2007,"Flat Rock North","Strongylocentrotus purpuratus","2","Middle",0
2007,"Flat Rock North","Strongylocentrotus purpuratus","2","Outer",0
2007,"Flat Rock South","Apostichopus californicus","1","Inner",0
2007,"Flat Rock South","Apostichopus californicus","1","Middle",0
2007,"Flat Rock South","Apostichopus californicus","2","Inner",0
2007,"Flat Rock South","Apostichopus californicus","2","Middle",0
2007,"Flat Rock South","Apostichopus parvimensis","1","Inner",0
2007,"Flat Rock South","Apostichopus parvimensis","1","Middle",0.0166666666666667
2007,"Flat Rock South","Apostichopus parvimensis","2","Inner",0
2007,"Flat Rock South","Apostichopus parvimensis","2","Middle",0
2007,"Flat Rock South","Mesocentrotus franciscanus","1","Inner",0.55
2007,"Flat Rock South","Mesocentrotus franciscanus","1","Middle",0.166666666666667
2007,"Flat Rock South","Mesocentrotus franciscanus","2","Inner",0.383333333333333
2007,"Flat Rock South","Mesocentrotus franciscanus","2","Middle",0.0666666666666667
2007,"Flat Rock South","Patiria miniata","1","Inner",0
2007,"Flat Rock South","Patiria miniata","1","Middle",0.0666666666666667
2007,"Flat Rock South","Patiria miniata","2","Inner",0.0166666666666667
2007,"Flat Rock South","Patiria miniata","2","Middle",0.116666666666667
2007,"Flat Rock South","Pisaster giganteus","1","Inner",0
2007,"Flat Rock South","Pisaster giganteus","1","Middle",0.1
2007,"Flat Rock South","Pisaster giganteus","2","Inner",0.05
2007,"Flat Rock South","Pisaster giganteus","2","Middle",0.0333333333333333
2007,"Flat Rock South","Pisaster ochraceus","1","Inner",0.05
2007,"Flat Rock South","Pisaster ochraceus","1","Middle",0
2007,"Flat Rock South","Pisaster ochraceus","2","Inner",0
2007,"Flat Rock South","Pisaster ochraceus","2","Middle",0
2007,"Flat Rock South","Strongylocentrotus purpuratus","1","Inner",0.3
2007,"Flat Rock South","Strongylocentrotus purpuratus","1","Middle",0.0166666666666667
2007,"Flat Rock South","Strongylocentrotus purpuratus","2","Inner",0.25
2007,"Flat Rock South","Strongylocentrotus purpuratus","2","Middle",0.0166666666666667
2007,"Ridges North","Apostichopus californicus","1","Inner",0
2007,"Ridges North","Apostichopus californicus","1","Middle",0
2007,"Ridges North","Apostichopus californicus","1","Outer",0
2007,"Ridges North","Apostichopus californicus","1","Deep",0
2007,"Ridges North","Apostichopus californicus","2","Inner",0
2007,"Ridges North","Apostichopus californicus","2","Middle",0
2007,"Ridges North","Apostichopus californicus","2","Outer",0
2007,"Ridges North","Apostichopus californicus","2","Deep",0
2007,"Ridges North","Apostichopus parvimensis","1","Inner",0
2007,"Ridges North","Apostichopus parvimensis","1","Middle",0
2007,"Ridges North","Apostichopus parvimensis","1","Outer",0
2007,"Ridges North","Apostichopus parvimensis","1","Deep",0
2007,"Ridges North","Apostichopus parvimensis","2","Inner",0
2007,"Ridges North","Apostichopus parvimensis","2","Middle",0
2007,"Ridges North","Apostichopus parvimensis","2","Outer",0
2007,"Ridges North","Apostichopus parvimensis","2","Deep",0.0166666666666667
2007,"Ridges North","Mesocentrotus franciscanus","1","Inner",0.0833333333333333
2007,"Ridges North","Mesocentrotus franciscanus","1","Middle",0.266666666666667
2007,"Ridges North","Mesocentrotus franciscanus","1","Outer",0.316666666666667
2007,"Ridges North","Mesocentrotus franciscanus","1","Deep",0.0666666666666667
2007,"Ridges North","Mesocentrotus franciscanus","2","Inner",0.15
2007,"Ridges North","Mesocentrotus franciscanus","2","Middle",0.6
2007,"Ridges North","Mesocentrotus franciscanus","2","Outer",0.116666666666667
2007,"Ridges North","Mesocentrotus franciscanus","2","Deep",0.1
2007,"Ridges North","Patiria miniata","1","Inner",0
2007,"Ridges North","Patiria miniata","1","Middle",0
2007,"Ridges North","Patiria miniata","1","Outer",0.0166666666666667
2007,"Ridges North","Patiria miniata","1","Deep",0.15
2007,"Ridges North","Patiria miniata","2","Inner",0
2007,"Ridges North","Patiria miniata","2","Middle",0.0333333333333333
2007,"Ridges North","Patiria miniata","2","Outer",0.05
2007,"Ridges North","Patiria miniata","2","Deep",0.316666666666667
2007,"Ridges North","Pisaster giganteus","1","Inner",0.0333333333333333
2007,"Ridges North","Pisaster giganteus","1","Middle",0.25
2007,"Ridges North","Pisaster giganteus","1","Outer",0.75
2007,"Ridges North","Pisaster giganteus","1","Deep",0.0333333333333333
2007,"Ridges North","Pisaster giganteus","2","Inner",0.0333333333333333
2007,"Ridges North","Pisaster giganteus","2","Middle",0.166666666666667
2007,"Ridges North","Pisaster giganteus","2","Outer",0.1
2007,"Ridges North","Pisaster giganteus","2","Deep",0.05
2007,"Ridges North","Pisaster ochraceus","1","Inner",0.0166666666666667
2007,"Ridges North","Pisaster ochraceus","1","Middle",0
2007,"Ridges North","Pisaster ochraceus","1","Outer",0
2007,"Ridges North","Pisaster ochraceus","1","Deep",0
2007,"Ridges North","Pisaster ochraceus","2","Inner",0
2007,"Ridges North","Pisaster ochraceus","2","Middle",0
2007,"Ridges North","Pisaster ochraceus","2","Outer",0
2007,"Ridges North","Pisaster ochraceus","2","Deep",0
2007,"Ridges North","Strongylocentrotus purpuratus","1","Inner",0.3
2007,"Ridges North","Strongylocentrotus purpuratus","1","Middle",0
2007,"Ridges North","Strongylocentrotus purpuratus","1","Outer",0
2007,"Ridges North","Strongylocentrotus purpuratus","1","Deep",0
2007,"Ridges North","Strongylocentrotus purpuratus","2","Inner",0.566666666666667
2007,"Ridges North","Strongylocentrotus purpuratus","2","Middle",0
2007,"Ridges North","Strongylocentrotus purpuratus","2","Outer",0
2007,"Ridges North","Strongylocentrotus purpuratus","2","Deep",0
2007,"Ridges South","Apostichopus californicus","1","Inner",0
2007,"Ridges South","Apostichopus californicus","1","Middle",0
2007,"Ridges South","Apostichopus californicus","1","Outer",0
2007,"Ridges South","Apostichopus californicus","1","Deep",0
2007,"Ridges South","Apostichopus californicus","2","Inner",0
2007,"Ridges South","Apostichopus californicus","2","Middle",0
2007,"Ridges South","Apostichopus californicus","2","Outer",0
2007,"Ridges South","Apostichopus californicus","2","Deep",0
2007,"Ridges South","Apostichopus parvimensis","1","Inner",0
2007,"Ridges South","Apostichopus parvimensis","1","Middle",0
2007,"Ridges South","Apostichopus parvimensis","1","Outer",0
2007,"Ridges South","Apostichopus parvimensis","1","Deep",0
2007,"Ridges South","Apostichopus parvimensis","2","Inner",0
2007,"Ridges South","Apostichopus parvimensis","2","Middle",0
2007,"Ridges South","Apostichopus parvimensis","2","Outer",0
2007,"Ridges South","Apostichopus parvimensis","2","Deep",0
2007,"Ridges South","Mesocentrotus franciscanus","1","Inner",0.233333333333333
2007,"Ridges South","Mesocentrotus franciscanus","1","Middle",0.4
2007,"Ridges South","Mesocentrotus franciscanus","1","Outer",0.0666666666666667
2007,"Ridges South","Mesocentrotus franciscanus","1","Deep",0
2007,"Ridges South","Mesocentrotus franciscanus","2","Inner",0.35
2007,"Ridges South","Mesocentrotus franciscanus","2","Middle",0.166666666666667
2007,"Ridges South","Mesocentrotus franciscanus","2","Outer",0
2007,"Ridges South","Mesocentrotus franciscanus","2","Deep",0
2007,"Ridges South","Patiria miniata","1","Inner",0
2007,"Ridges South","Patiria miniata","1","Middle",0
2007,"Ridges South","Patiria miniata","1","Outer",0
2007,"Ridges South","Patiria miniata","1","Deep",0.0333333333333333
2007,"Ridges South","Patiria miniata","2","Inner",0
2007,"Ridges South","Patiria miniata","2","Middle",0
2007,"Ridges South","Patiria miniata","2","Outer",0
2007,"Ridges South","Patiria miniata","2","Deep",0.0166666666666667
2007,"Ridges South","Pisaster giganteus","1","Inner",0.183333333333333
2007,"Ridges South","Pisaster giganteus","1","Middle",0.0333333333333333
2007,"Ridges South","Pisaster giganteus","1","Outer",0.0166666666666667
2007,"Ridges South","Pisaster giganteus","1","Deep",0.0333333333333333
2007,"Ridges South","Pisaster giganteus","2","Inner",0.0666666666666667
2007,"Ridges South","Pisaster giganteus","2","Middle",0
2007,"Ridges South","Pisaster giganteus","2","Outer",0
2007,"Ridges South","Pisaster giganteus","2","Deep",0.0333333333333333
2007,"Ridges South","Pisaster ochraceus","1","Inner",0.0166666666666667
2007,"Ridges South","Pisaster ochraceus","1","Middle",0
2007,"Ridges South","Pisaster ochraceus","1","Outer",0
2007,"Ridges South","Pisaster ochraceus","1","Deep",0
2007,"Ridges South","Pisaster ochraceus","2","Inner",0.0166666666666667
2007,"Ridges South","Pisaster ochraceus","2","Middle",0
2007,"Ridges South","Pisaster ochraceus","2","Outer",0
2007,"Ridges South","Pisaster ochraceus","2","Deep",0
2007,"Ridges South","Strongylocentrotus purpuratus","1","Inner",0.55
2007,"Ridges South","Strongylocentrotus purpuratus","1","Middle",0
2007,"Ridges South","Strongylocentrotus purpuratus","1","Outer",0.0166666666666667
2007,"Ridges South","Strongylocentrotus purpuratus","1","Deep",0
2007,"Ridges South","Strongylocentrotus purpuratus","2","Inner",0.1
2007,"Ridges South","Strongylocentrotus purpuratus","2","Middle",0.0166666666666667
2007,"Ridges South","Strongylocentrotus purpuratus","2","Outer",0
2007,"Ridges South","Strongylocentrotus purpuratus","2","Deep",0
2007,"Rocky Point North","Apostichopus californicus","1","Inner",0
2007,"Rocky Point North","Apostichopus californicus","1","Middle",0
2007,"Rocky Point North","Apostichopus californicus","1","Outer",0
2007,"Rocky Point North","Apostichopus californicus","1","Deep",0
2007,"Rocky Point North","Apostichopus californicus","2","Inner",0
2007,"Rocky Point North","Apostichopus californicus","2","Middle",0
2007,"Rocky Point North","Apostichopus californicus","2","Outer",0
2007,"Rocky Point North","Apostichopus californicus","2","Deep",0.0333333333333333
2007,"Rocky Point North","Apostichopus parvimensis","1","Inner",0
2007,"Rocky Point North","Apostichopus parvimensis","1","Middle",0
2007,"Rocky Point North","Apostichopus parvimensis","1","Outer",0
2007,"Rocky Point North","Apostichopus parvimensis","1","Deep",0.0166666666666667
2007,"Rocky Point North","Apostichopus parvimensis","2","Inner",0
2007,"Rocky Point North","Apostichopus parvimensis","2","Middle",0
2007,"Rocky Point North","Apostichopus parvimensis","2","Outer",0
2007,"Rocky Point North","Apostichopus parvimensis","2","Deep",0.0333333333333333
2007,"Rocky Point North","Mesocentrotus franciscanus","1","Inner",0.0166666666666667
2007,"Rocky Point North","Mesocentrotus franciscanus","1","Middle",0
2007,"Rocky Point North","Mesocentrotus franciscanus","1","Outer",0
2007,"Rocky Point North","Mesocentrotus franciscanus","1","Deep",0
2007,"Rocky Point North","Mesocentrotus franciscanus","2","Inner",0.05
2007,"Rocky Point North","Mesocentrotus franciscanus","2","Middle",0
2007,"Rocky Point North","Mesocentrotus franciscanus","2","Outer",0
2007,"Rocky Point North","Mesocentrotus franciscanus","2","Deep",0
2007,"Rocky Point North","Patiria miniata","1","Inner",0
2007,"Rocky Point North","Patiria miniata","1","Middle",0
2007,"Rocky Point North","Patiria miniata","1","Outer",0
2007,"Rocky Point North","Patiria miniata","1","Deep",0.183333333333333
2007,"Rocky Point North","Patiria miniata","2","Inner",0
2007,"Rocky Point North","Patiria miniata","2","Middle",0
2007,"Rocky Point North","Patiria miniata","2","Outer",0
2007,"Rocky Point North","Patiria miniata","2","Deep",0.1
2007,"Rocky Point North","Pisaster giganteus","1","Inner",0
2007,"Rocky Point North","Pisaster giganteus","1","Middle",0
2007,"Rocky Point North","Pisaster giganteus","1","Outer",0.233333333333333
2007,"Rocky Point North","Pisaster giganteus","1","Deep",0.0166666666666667
2007,"Rocky Point North","Pisaster giganteus","2","Inner",0
2007,"Rocky Point North","Pisaster giganteus","2","Middle",0.0166666666666667
2007,"Rocky Point North","Pisaster giganteus","2","Outer",0.783333333333333
2007,"Rocky Point North","Pisaster giganteus","2","Deep",0.0333333333333333
2007,"Rocky Point North","Pisaster ochraceus","1","Inner",0
2007,"Rocky Point North","Pisaster ochraceus","1","Middle",0
2007,"Rocky Point North","Pisaster ochraceus","1","Outer",0
2007,"Rocky Point North","Pisaster ochraceus","1","Deep",0
2007,"Rocky Point North","Pisaster ochraceus","2","Inner",0
2007,"Rocky Point North","Pisaster ochraceus","2","Middle",0
2007,"Rocky Point North","Pisaster ochraceus","2","Outer",0
2007,"Rocky Point North","Pisaster ochraceus","2","Deep",0
2007,"Rocky Point North","Strongylocentrotus purpuratus","1","Inner",0.683333333333333
2007,"Rocky Point North","Strongylocentrotus purpuratus","1","Middle",0
2007,"Rocky Point North","Strongylocentrotus purpuratus","1","Outer",0
2007,"Rocky Point North","Strongylocentrotus purpuratus","1","Deep",0
2007,"Rocky Point North","Strongylocentrotus purpuratus","2","Inner",0.766666666666667
2007,"Rocky Point North","Strongylocentrotus purpuratus","2","Middle",0
2007,"Rocky Point North","Strongylocentrotus purpuratus","2","Outer",0
2007,"Rocky Point North","Strongylocentrotus purpuratus","2","Deep",0
2007,"Rocky Point South","Apostichopus californicus","1","Inner",0
2007,"Rocky Point South","Apostichopus californicus","1","Middle",0
2007,"Rocky Point South","Apostichopus californicus","1","Outer",0
2007,"Rocky Point South","Apostichopus californicus","1","Deep",0
2007,"Rocky Point South","Apostichopus californicus","2","Inner",0
2007,"Rocky Point South","Apostichopus californicus","2","Middle",0
2007,"Rocky Point South","Apostichopus californicus","2","Outer",0
2007,"Rocky Point South","Apostichopus californicus","2","Deep",0.0166666666666667
2007,"Rocky Point South","Apostichopus parvimensis","1","Inner",0
2007,"Rocky Point South","Apostichopus parvimensis","1","Middle",0.0333333333333333
2007,"Rocky Point South","Apostichopus parvimensis","1","Outer",0
2007,"Rocky Point South","Apostichopus parvimensis","1","Deep",0.0666666666666667
2007,"Rocky Point South","Apostichopus parvimensis","2","Inner",0
2007,"Rocky Point South","Apostichopus parvimensis","2","Middle",0.0166666666666667
2007,"Rocky Point South","Apostichopus parvimensis","2","Outer",0.1
2007,"Rocky Point South","Apostichopus parvimensis","2","Deep",0.05
2007,"Rocky Point South","Mesocentrotus franciscanus","1","Inner",0.05
2007,"Rocky Point South","Mesocentrotus franciscanus","1","Middle",0.316666666666667
2007,"Rocky Point South","Mesocentrotus franciscanus","1","Outer",0.05
2007,"Rocky Point South","Mesocentrotus franciscanus","1","Deep",0.05
2007,"Rocky Point South","Mesocentrotus franciscanus","2","Inner",0.116666666666667
2007,"Rocky Point South","Mesocentrotus franciscanus","2","Middle",0.366666666666667
2007,"Rocky Point South","Mesocentrotus franciscanus","2","Outer",0.0333333333333333
2007,"Rocky Point South","Mesocentrotus franciscanus","2","Deep",0
2007,"Rocky Point South","Patiria miniata","1","Inner",0.2
2007,"Rocky Point South","Patiria miniata","1","Middle",0
2007,"Rocky Point South","Patiria miniata","1","Outer",0
